stamp,elapsed,x,y,z,frame_id
1786503120.986824,0.000000,-0.005310,-0.146620,-1.457780,ndi
1786503121.001816,0.014992,-0.005310,-0.146620,-1.457810,ndi
1786503121.019316,0.032492,-0.005300,-0.146640,-1.457790,ndi
1786503121.036874,0.050050,-0.005310,-0.146640,-1.457770,ndi
1786503121.051950,0.065126,-0.005300,-0.146620,-1.457770,ndi
1786503121.069252,0.082428,-0.005290,-0.146630,-1.457800,ndi
1786503121.086799,0.099975,-0.005310,-0.146650,-1.457790,ndi
1786503121.101839,0.115015,-0.005290,-0.146640,-1.457780,ndi
1786503121.119298,0.132474,-0.005310,-0.146620,-1.457800,ndi
1786503121.136851,0.150027,-0.005300,-0.146630,-1.457790,ndi
1786503121.151836,0.165012,-0.005290,-0.146640,-1.457790,ndi
1786503121.169320,0.182496,-0.005320,-0.146630,-1.457770,ndi
1786503121.186844,0.200020,-0.005310,-0.146620,-1.457810,ndi
1786503121.201828,0.215004,-0.005310,-0.146630,-1.457800,ndi
1786503121.219354,0.232530,-0.005310,-0.146640,-1.457780,ndi
1786503121.236869,0.250045,-0.005310,-0.146630,-1.457760,ndi
1786503121.251769,0.264945,-0.005310,-0.146620,-1.457800,ndi
1786503121.269282,0.282458,-0.005290,-0.146630,-1.457800,ndi
1786503121.286847,0.300023,-0.005300,-0.146650,-1.457790,ndi
1786503121.301844,0.315020,-0.005300,-0.146640,-1.457800,ndi
1786503121.319322,0.332498,-0.005290,-0.146620,-1.457790,ndi
1786503121.336990,0.350166,-0.005300,-0.146630,-1.457770,ndi
1786503121.354288,0.367464,-0.005300,-0.146640,-1.457790,ndi
1786503121.369361,0.382537,-0.005310,-0.146640,-1.457810,ndi
1786503121.386819,0.399995,-0.005300,-0.146620,-1.457790,ndi
1786503121.401879,0.415055,-0.005320,-0.146630,-1.457790,ndi
1786503121.419391,0.432567,-0.005320,-0.146640,-1.457780,ndi
1786503121.436841,0.450017,-0.005310,-0.146630,-1.457790,ndi
1786503121.451814,0.464990,-0.005310,-0.146630,-1.457810,ndi
1786503121.469318,0.482494,-0.005300,-0.146630,-1.457800,ndi
1786503121.486795,0.499971,-0.005310,-0.146640,-1.457800,ndi
1786503121.501821,0.514997,-0.005300,-0.146640,-1.457800,ndi
1786503121.519476,0.532652,-0.005300,-0.146620,-1.457790,ndi
1786503121.536958,0.550134,-0.005300,-0.146630,-1.457770,ndi
1786503121.551943,0.565119,-0.005300,-0.146640,-1.457790,ndi
1786503121.569310,0.582486,-0.005310,-0.146630,-1.457790,ndi
1786503121.586802,0.599978,-0.005310,-0.146630,-1.457800,ndi
1786503121.601857,0.615033,-0.005300,-0.146630,-1.457780,ndi
1786503121.619312,0.632488,-0.005310,-0.146640,-1.457780,ndi
1786503121.636808,0.649984,-0.005300,-0.146630,-1.457790,ndi
1786503121.651798,0.664974,-0.005310,-0.146630,-1.457800,ndi
1786503121.669322,0.682498,-0.005290,-0.146630,-1.457780,ndi
1786503121.686786,0.699962,-0.005300,-0.146640,-1.457800,ndi
1786503121.701826,0.715002,-0.005300,-0.146630,-1.457780,ndi
1786503121.719289,0.732465,-0.005290,-0.146630,-1.457800,ndi
1786503121.736798,0.749974,-0.005300,-0.146630,-1.457790,ndi
1786503121.751867,0.765043,-0.005310,-0.146630,-1.457780,ndi
1786503121.769341,0.782517,-0.005310,-0.146630,-1.457800,ndi
1786503121.786828,0.800004,-0.005320,-0.146630,-1.457780,ndi
1786503121.801852,0.815028,-0.005310,-0.146640,-1.457780,ndi
1786503121.819348,0.832524,-0.005310,-0.146640,-1.457800,ndi
1786503121.836818,0.849994,-0.005300,-0.146620,-1.457790,ndi
1786503121.851807,0.864983,-0.005290,-0.146630,-1.457800,ndi
1786503121.869330,0.882506,-0.005300,-0.146640,-1.457780,ndi
1786503121.886836,0.900012,-0.005300,-0.146640,-1.457800,ndi
1786503121.901843,0.915019,-0.005300,-0.146630,-1.457780,ndi
1786503121.919494,0.932670,-0.005300,-0.146630,-1.457760,ndi
1786503121.936930,0.950106,-0.005300,-0.146640,-1.457780,ndi
1786503121.951956,0.965132,-0.005300,-0.146630,-1.457780,ndi
1786503121.969337,0.982512,-0.005310,-0.146620,-1.457780,ndi
1786503121.986803,0.999979,-0.005310,-0.146630,-1.457770,ndi
1786503122.004449,1.017625,-0.005300,-0.146640,-1.457780,ndi
1786503122.019454,1.032630,-0.005310,-0.146640,-1.457770,ndi
1786503122.036922,1.050098,-0.005310,-0.146630,-1.457780,ndi
1786503122.052018,1.065194,-0.005290,-0.146620,-1.457800,ndi
1786503122.069330,1.082505,-0.005310,-0.146630,-1.457820,ndi
1786503122.086803,1.099979,-0.005300,-0.146640,-1.457810,ndi
1786503122.101844,1.115020,-0.005310,-0.146630,-1.457780,ndi
1786503122.119458,1.132634,-0.005290,-0.146630,-1.457800,ndi
1786503122.136944,1.150120,-0.005310,-0.146630,-1.457810,ndi
1786503122.152038,1.165214,-0.005320,-0.146640,-1.457790,ndi
1786503122.169358,1.182534,-0.005300,-0.146630,-1.457790,ndi
1786503122.186782,1.199958,-0.005310,-0.146620,-1.457780,ndi
1786503122.201908,1.215084,-0.005310,-0.146630,-1.457790,ndi
1786503122.219450,1.232626,-0.005310,-0.146640,-1.457780,ndi
1786503122.236932,1.250108,-0.005310,-0.146630,-1.457800,ndi
1786503122.251921,1.265097,-0.005300,-0.146620,-1.457780,ndi
1786503122.269300,1.282476,-0.005300,-0.146630,-1.457800,ndi
1786503122.286817,1.299993,-0.005310,-0.146640,-1.457790,ndi
1786503122.302028,1.315204,-0.005290,-0.146640,-1.457800,ndi
