stamp,elapsed,x,y,z,frame_id
1786506018.504125,0.000000,-0.007150,-0.044010,-1.558570,ndi
1786506018.519168,0.015043,-0.007160,-0.044030,-1.558550,ndi
1786506018.536773,0.032648,-0.007120,-0.044010,-1.558570,ndi
1786506018.554118,0.049993,-0.007160,-0.044000,-1.558560,ndi
1786506018.569094,0.064969,-0.007130,-0.044020,-1.558560,ndi
1786506018.586617,0.082492,-0.007140,-0.044020,-1.558580,ndi
1786506018.601754,0.097629,-0.007160,-0.044010,-1.558580,ndi
1786506018.619359,0.115233,-0.007140,-0.044010,-1.558570,ndi
1786506018.636808,0.132683,-0.007170,-0.044020,-1.558550,ndi
1786506018.651728,0.147603,-0.007150,-0.044030,-1.558550,ndi
1786506018.669089,0.164964,-0.007140,-0.044020,-1.558540,ndi
1786506018.686584,0.182459,-0.007140,-0.044010,-1.558530,ndi
1786506018.701732,0.197607,-0.007140,-0.044020,-1.558550,ndi
1786506018.719179,0.215054,-0.007160,-0.044020,-1.558550,ndi
1786506018.736690,0.232564,-0.007130,-0.044010,-1.558530,ndi
1786506018.751852,0.247727,-0.007150,-0.044020,-1.558550,ndi
1786506018.769062,0.264937,-0.007160,-0.044040,-1.558530,ndi
1786506018.786582,0.282457,-0.007130,-0.044020,-1.558570,ndi
1786506018.801685,0.297559,-0.007170,-0.044010,-1.558540,ndi
1786506018.819132,0.315006,-0.007150,-0.044030,-1.558560,ndi
1786506018.836726,0.332601,-0.007150,-0.044030,-1.558550,ndi
1786506018.851706,0.347581,-0.007170,-0.044020,-1.558550,ndi
1786506018.869077,0.364952,-0.007150,-0.044020,-1.558570,ndi
1786506018.886579,0.382454,-0.007150,-0.044040,-1.558540,ndi
1786506018.901655,0.397530,-0.007160,-0.044030,-1.558570,ndi
1786506018.919099,0.414974,-0.007140,-0.044010,-1.558560,ndi
1786506018.936615,0.432489,-0.007140,-0.044020,-1.558530,ndi
1786506018.951791,0.447665,-0.007150,-0.044040,-1.558580,ndi
1786506018.969110,0.464985,-0.007140,-0.044030,-1.558530,ndi
1786506018.986598,0.482473,-0.007140,-0.044010,-1.558540,ndi
