stamp,elapsed,x,y,z,frame_id
1786508696.919390,0.000000,-0.006920,-0.044230,-1.558330,ndi
1786508696.936892,0.017502,-0.006930,-0.044240,-1.558340,ndi
1786508696.951930,0.032540,-0.006930,-0.044230,-1.558320,ndi
1786508696.969408,0.050018,-0.006930,-0.044230,-1.558330,ndi
1786508696.986868,0.067478,-0.006930,-0.044240,-1.558330,ndi
1786508697.001889,0.082499,-0.006930,-0.044240,-1.558350,ndi
1786508697.019360,0.099970,-0.006930,-0.044230,-1.558340,ndi
1786508697.036866,0.117476,-0.006940,-0.044230,-1.558340,ndi
1786508697.051927,0.132537,-0.006920,-0.044240,-1.558320,ndi
1786508697.069417,0.150027,-0.006930,-0.044240,-1.558340,ndi
1786508697.086897,0.167507,-0.006930,-0.044220,-1.558340,ndi
1786508697.101900,0.182510,-0.006920,-0.044220,-1.558340,ndi
1786508697.119388,0.199998,-0.006930,-0.044250,-1.558350,ndi
1786508697.136878,0.217488,-0.006910,-0.044230,-1.558330,ndi
1786508697.151887,0.232497,-0.006920,-0.044220,-1.558310,ndi
1786508697.169392,0.250002,-0.006930,-0.044230,-1.558300,ndi
1786508697.186886,0.267496,-0.006920,-0.044240,-1.558310,ndi
1786508697.201883,0.282493,-0.006940,-0.044240,-1.558330,ndi
1786508697.219380,0.299990,-0.006930,-0.044220,-1.558340,ndi
1786508697.236855,0.317465,-0.006920,-0.044230,-1.558310,ndi
1786508697.251930,0.332540,-0.006920,-0.044240,-1.558310,ndi
1786508697.269438,0.350048,-0.006920,-0.044230,-1.558300,ndi
1786508697.286907,0.367517,-0.006920,-0.044220,-1.558310,ndi
1786508697.301897,0.382507,-0.006920,-0.044230,-1.558300,ndi
1786508697.319395,0.400005,-0.006930,-0.044240,-1.558310,ndi
1786508697.336899,0.417509,-0.006920,-0.044220,-1.558330,ndi
1786508697.351867,0.432477,-0.006930,-0.044230,-1.558310,ndi
1786508697.369422,0.450032,-0.006930,-0.044240,-1.558310,ndi
1786508697.384484,0.465094,-0.006930,-0.044240,-1.558310,ndi
1786508697.401915,0.482525,-0.006940,-0.044230,-1.558310,ndi
1786508697.419395,0.500005,-0.006920,-0.044230,-1.558350,ndi
1786508697.436912,0.517522,-0.006910,-0.044240,-1.558310,ndi
1786508697.451939,0.532549,-0.006930,-0.044230,-1.558310,ndi
1786508697.469431,0.550041,-0.006920,-0.044230,-1.558330,ndi
1786508697.486905,0.567515,-0.006920,-0.044240,-1.558320,ndi
1786508697.501880,0.582490,-0.006920,-0.044230,-1.558340,ndi
1786508697.519395,0.600005,-0.006920,-0.044230,-1.558330,ndi
